sample_id,text_length,regret_factor,emotion_joy,emotion_anger,emotion_surprise,emotion_disgust,emotion_sadness,emotion_shame,emotion_fear,bentham_intensity,bentham_duration,bentham_certainty,bentham_propinquity,surd_selection,surd_uncertainty,surd_risk,surd_decision
6022,500,0.7,0.1,0.05,0.2,0.05,0.3,0.1,0.2,0.8,0.7,0.4,0.9,0.6,0.8,0.9,0.9
6023,500,0.3,0.1,0.2,0.3,0.05,0.15,0.1,0.1,0.4,0.7,0.6,0.8,0.6,0.7,0.5,0.7
6024,500,0.4,0.05,0.15,0.2,0.05,0.3,0.15,0.1,0.6,0.7,0.5,0.8,0.7,0.5,0.4,0.6
6025,500,0.3,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.65,0.8,0.7,0.9,0.4,0.7,0.6,0.8
6026,500,0.3,0.05,0.1,0.25,0.1,0.2,0.15,0.15,0.6,0.7,0.8,0.9,0.4,0.6,0.7,0.5
6027,500,0.3,0.15,0.1,0.05,0.1,0.2,0.25,0.15,0.4,0.6,0.8,0.9,0.4,0.3,0.2,0.5
6028,500,0.65,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.6,0.7,0.8,0.9,0.7,0.6,0.65,0.75
6029,500,0.3,0.05,0.15,0.1,0.1,0.25,0.2,0.15,0.4,0.3,0.8,0.9,0.6,0.3,0.2,0.4
6030,500,0.65,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.7,0.8,0.9,0.4,0.3,0.6,0.7
6031,500,0.4,0.1,0.05,0.15,0.2,0.2,0.2,0.1,0.6,0.4,0.7,0.9,0.6,0.7,0.4,0.8
6032,500,0.75,0.05,0.08,0.15,0.12,0.25,0.2,0.15,0.7,0.8,0.9,0.6,0.4,0.8,0.7,0.9
6033,500,0.3,0.1,0.15,0.2,0.1,0.2,0.15,0.1,0.4,0.5,0.3,0.8,0.6,0.7,0.4,0.5
6034,500,0.35,0.05,0.08,0.15,0.07,0.25,0.22,0.18,0.65,0.7,0.8,0.9,0.8,0.4,0.6,0.85
6035,362,0.1,0.4,0.1,0.05,0.25,0.05,0.05,0.1,0.4,0.2,0.8,0.9,0.7,0.3,0.2,0.4
6036,500,0.3,0.05,0.1,0.15,0.2,0.3,0.1,0.1,0.4,0.3,0.6,0.9,0.3,0.7,0.4,0.5
6037,500,0.2,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.4,0.3,0.7,0.9,0.8,0.3,0.4,0.6
6038,500,0.2,0.05,0.1,0.15,0.05,0.2,0.3,0.15,0.6,0.8,0.7,0.9,0.8,0.3,0.4,0.7
6039,500,0.2,0.3,0.05,0.15,0.2,0.05,0.1,0.15,0.4,0.2,0.7,0.9,0.8,0.3,0.5,0.4
6040,500,0.3,0.1,0.15,0.2,0.05,0.15,0.2,0.15,0.6,0.7,0.5,0.8,0.8,0.4,0.5,0.7
6041,500,0.3,0.05,0.05,0.2,0.1,0.25,0.2,0.15,0.6,0.8,0.7,0.4,0.7,0.5,0.6,0.8
6042,268,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.7,0.4,0.8,0.7,0.5,0.6,0.8
6043,500,0.15,0.4,0.15,0.2,0.15,0.02,0.03,0.05,0.7,0.3,0.6,0.9,0.6,0.8,0.7,0.6
6044,500,0.3,0.05,0.1,0.2,0.05,0.3,0.15,0.15,0.8,0.9,0.7,0.6,0.4,0.5,0.7,0.6
6045,500,0.3,0.05,0.05,0.15,0.1,0.2,0.25,0.2,0.6,0.7,0.8,0.9,0.8,0.3,0.6,0.7
6046,500,0.85,0.05,0.03,0.15,0.02,0.35,0.15,0.25,0.75,0.65,0.9,0.95,0.6,0.45,0.7,0.8
6047,500,0.3,0.05,0.1,0.25,0.15,0.2,0.15,0.1,0.6,0.7,0.4,0.9,0.8,0.7,0.8,0.9
6048,344,0.15,0.05,0.02,0.15,0.08,0.1,0.3,0.3,0.7,0.3,0.8,0.9,0.6,0.3,0.4,0.5
6049,500,0.3,0.1,0.15,0.15,0.05,0.25,0.1,0.2,0.6,0.4,0.3,0.8,0.4,0.7,0.6,0.5
6050,500,0.65,0.2,0.15,0.15,0.05,0.2,0.1,0.15,0.4,0.3,0.7,0.9,0.8,0.4,0.3,0.6
6051,183,0.3,0.3,0.1,0.15,0.2,0.05,0.1,0.1,0.4,0.2,0.7,0.9,0.8,0.3,0.4,0.3
6052,500,0.85,0.05,0.05,0.25,0.1,0.35,0.1,0.1,0.7,0.4,0.6,0.9,0.4,0.8,0.5,0.6
6053,500,0.65,0.15,0.25,0.05,0.05,0.35,0.05,0.1,0.45,0.3,0.7,0.9,0.6,0.45,0.3,0.55
6054,500,0.65,0.05,0.1,0.2,0.25,0.2,0.1,0.1,0.4,0.7,0.3,0.9,0.6,0.8,0.7,0.8
6055,500,0.75,0.05,0.08,0.25,0.07,0.3,0.15,0.1,0.85,0.9,0.65,0.3,0.4,0.75,0.8,0.85
6056,500,0.3,0.1,0.05,0.15,0.05,0.2,0.25,0.2,0.4,0.7,0.8,0.9,0.7,0.4,0.3,0.6
6057,500,0.15,0.05,0.02,0.15,0.08,0.25,0.2,0.25,0.4,0.3,0.7,0.9,0.3,0.4,0.5,0.2
6058,500,0.7,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.4,0.6,0.8,0.9,0.8,0.3,0.4,0.7
6059,500,0.3,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.6,0.4,0.7,0.9,0.4,0.3,0.5,0.6
6060,479,0.4,0.15,0.1,0.25,0.05,0.2,0.1,0.15,0.6,0.3,0.4,0.8,0.7,0.8,0.75,0.65
6061,500,0.7,0.1,0.05,0.2,0.05,0.35,0.15,0.1,0.4,0.6,0.8,0.9,0.6,0.7,0.5,0.8
6062,500,0.2,0.1,0.05,0.15,0.05,0.25,0.15,0.25,0.7,0.8,0.6,0.9,0.6,0.4,0.3,0.8
6063,500,0.75,0.05,0.02,0.15,0.03,0.35,0.2,0.2,0.8,0.9,0.7,0.4,0.4,0.6,0.7,0.8
6064,500,0.15,0.05,0.15,0.12,0.08,0.25,0.2,0.15,0.3,0.7,0.8,0.6,0.8,0.4,0.3,0.6
6065,500,0.35,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.65,0.85,0.7,0.9,0.75,0.6,0.7,0.8
6066,500,0.35,0.05,0.15,0.25,0.05,0.25,0.15,0.1,0.45,0.8,0.65,0.7,0.6,0.45,0.55,0.7
6067,500,0.65,0.1,0.15,0.2,0.05,0.2,0.2,0.1,0.7,0.8,0.6,0.9,0.7,0.4,0.8,0.9
6068,500,0.4,0.05,0.05,0.15,0.1,0.2,0.25,0.2,0.7,0.8,0.9,0.9,0.6,0.3,0.7,0.8
6069,500,0.75,0.05,0.08,0.25,0.07,0.3,0.1,0.15,0.8,0.7,0.6,0.9,0.4,0.7,0.8,0.9
6070,500,0.1,0.05,0.1,0.1,0.15,0.1,0.2,0.3,0.6,0.4,0.8,0.9,0.1,0.4,0.6,0.7
6071,500,0.35,0.05,0.15,0.25,0.1,0.2,0.15,0.1,0.6,0.7,0.8,0.4,0.3,0.6,0.8,0.9
6072,500,0.7,0.2,0.25,0.1,0.05,0.25,0.05,0.1,0.4,0.6,0.8,0.9,0.6,0.3,0.4,0.5
6073,500,0.4,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.7,0.5,0.6,0.6,0.8,0.5,0.4
6074,500,0.2,0.05,0.05,0.1,0.15,0.15,0.3,0.2,0.6,0.3,0.9,0.4,0.7,0.3,0.4,0.5
6075,500,0.8,0.05,0.1,0.25,0.05,0.3,0.1,0.15,0.7,0.8,0.6,0.9,0.6,0.7,0.8,0.9
6076,500,0.3,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.4,0.3,0.7,0.8,0.4,0.6,0.5,0.4
6077,500,0.75,0.15,0.1,0.2,0.05,0.25,0.15,0.1,0.65,0.8,0.4,0.9,0.3,0.7,0.8,0.9
6078,500,0.4,0.05,0.0,0.15,0.1,0.2,0.2,0.3,0.7,0.6,0.8,0.9,0.6,0.4,0.7,0.8
6079,500,0.4,0.15,0.05,0.2,0.1,0.3,0.1,0.1,0.7,0.6,0.4,0.8,0.6,0.7,0.5,0.6
6080,500,0.4,0.1,0.15,0.2,0.05,0.25,0.15,0.1,0.5,0.7,0.4,0.9,0.6,0.7,0.5,0.8
6081,500,0.4,0.05,0.1,0.25,0.05,0.3,0.15,0.1,0.7,0.6,0.9,0.8,0.6,0.3,0.4,0.7
6082,500,0.6,0.2,0.15,0.25,0.05,0.25,0.05,0.05,0.4,0.7,0.5,0.8,0.6,0.7,0.5,0.8
6083,500,0.2,0.1,0.05,0.35,0.15,0.15,0.05,0.15,0.6,0.3,0.7,0.9,0.4,0.6,0.8,0.7
6084,500,0.2,0.05,0.1,0.15,0.1,0.25,0.2,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.5,0.6
6085,500,0.4,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.7,0.8,0.6,0.9,0.6,0.7,0.8,0.7
6086,500,0.8,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.6,0.7,0.8,0.4,0.6,0.3,0.5,0.7
6087,500,0.4,0.05,0.05,0.15,0.05,0.45,0.15,0.1,0.3,0.2,0.8,0.9,0.4,0.3,0.2,0.3
6088,500,0.65,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.8,0.7,0.3,0.6,0.4,0.3,0.5
6089,500,0.3,0.05,0.02,0.15,0.08,0.2,0.3,0.2,0.6,0.7,0.5,0.8,0.7,0.6,0.4,0.8
6090,500,0.15,0.1,0.05,0.2,0.05,0.2,0.3,0.1,0.6,0.7,0.5,0.8,0.7,0.6,0.4,0.8
6091,500,0.65,0.05,0.02,0.25,0.08,0.35,0.15,0.1,0.85,0.7,0.65,0.9,0.6,0.75,0.8,0.95
6092,500,0.15,0.1,0.15,0.05,0.0,0.2,0.3,0.2,0.6,0.8,0.9,0.7,0.9,0.2,0.6,0.7
6093,500,0.3,0.1,0.15,0.05,0.05,0.2,0.25,0.2,0.4,0.3,0.7,0.8,0.6,0.4,0.3,0.5
6094,500,0.75,0.05,0.1,0.15,0.05,0.25,0.1,0.3,0.4,0.3,0.6,0.8,0.7,0.8,0.3,0.5
6095,500,0.3,0.0,0.05,0.15,0.05,0.2,0.25,0.3,0.7,0.8,0.9,0.9,0.2,0.4,0.6,0.7
6096,500,0.3,0.15,0.05,0.35,0.1,0.15,0.1,0.1,0.6,0.4,0.3,0.8,0.7,0.8,0.7,0.8
6097,500,0.65,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.6,0.7,0.4,0.9,0.4,0.7,0.6,0.8
6098,500,0.3,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.4,0.6,0.7,0.9,0.6,0.4,0.5,0.7
6099,500,0.4,0.05,0.1,0.35,0.15,0.15,0.1,0.1,0.6,0.3,0.7,0.8,0.4,0.7,0.8,0.7
6100,500,0.6,0.15,0.1,0.05,0.05,0.25,0.15,0.25,0.4,0.3,0.8,0.9,0.7,0.4,0.3,0.5
6101,326,0.25,0.05,0.08,0.32,0.07,0.15,0.18,0.15,0.65,0.7,0.45,0.85,0.8,0.75,0.7,0.85
6102,500,0.3,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.6,0.7,0.5,0.8,0.6,0.7,0.8,0.7
6103,500,0.65,0.05,0.15,0.2,0.05,0.3,0.15,0.1,0.7,0.8,0.6,0.9,0.4,0.7,0.8,0.9
6104,500,0.7,0.05,0.08,0.25,0.07,0.2,0.2,0.15,0.65,0.8,0.85,0.9,0.4,0.6,0.75,0.8
6105,500,0.4,0.15,0.2,0.05,0.05,0.25,0.15,0.15,0.6,0.4,0.5,0.8,0.7,0.5,0.3,0.4
6106,500,0.2,0.05,0.1,0.15,0.1,0.2,0.25,0.15,0.6,0.7,0.8,0.9,0.4,0.6,0.5,0.7
6107,500,0.3,0.05,0.1,0.15,0.1,0.3,0.15,0.15,0.6,0.7,0.5,0.8,0.7,0.6,0.4,0.5
6108,500,0.3,0.05,0.1,0.15,0.05,0.35,0.2,0.1,0.4,0.3,0.7,0.9,0.4,0.5,0.3,0.6
6109,500,0.7,0.1,0.05,0.25,0.1,0.15,0.2,0.15,0.6,0.9,0.7,0.9,0.8,0.7,0.8,0.9
6110,500,0.3,0.15,0.2,0.15,0.05,0.2,0.15,0.1,0.7,0.8,0.6,0.9,0.4,0.7,0.6,0.5
6111,500,0.45,0.05,0.1,0.15,0.05,0.35,0.2,0.1,0.6,0.8,0.7,0.9,0.4,0.6,0.5,0.7
6112,500,0.3,0.05,0.15,0.25,0.05,0.2,0.15,0.15,0.7,0.8,0.4,0.9,0.6,0.8,0.85,0.9
6113,500,0.3,0.05,0.1,0.15,0.05,0.25,0.2,0.2,0.6,0.7,0.8,0.9,0.3,0.4,0.5,0.6
6114,500,0.4,0.1,0.15,0.05,0.05,0.3,0.25,0.1,0.6,0.8,0.7,0.9,0.6,0.4,0.5,0.7
6115,500,0.4,0.35,0.15,0.12,0.08,0.15,0.08,0.07,0.6,0.7,0.8,0.9,0.7,0.4,0.3,0.5
6116,500,0.3,0.1,0.25,0.2,0.15,0.2,0.05,0.05,0.6,0.7,0.5,0.8,0.6,0.7,0.5,0.8
6117,500,0.2,0.05,0.02,0.15,0.03,0.35,0.25,0.15,0.7,0.8,0.6,0.9,0.8,0.4,0.5,0.9
6118,500,0.3,0.1,0.05,0.25,0.05,0.2,0.2,0.15,0.6,0.7,0.4,0.8,0.6,0.7,0.8,0.7
6119,500,0.3,0.2,0.15,0.1,0.05,0.2,0.15,0.15,0.4,0.7,0.6,0.8,0.6,0.4,0.3,0.7
6120,500,0.15,0.05,0.08,0.25,0.12,0.22,0.13,0.15,0.75,0.65,0.55,0.85,0.25,0.65,0.7,0.45
6121,500,0.2,0.3,0.15,0.2,0.05,0.15,0.1,0.05,0.4,0.8,0.6,0.7,0.8,0.7,0.4,0.7
6122,500,0.2,0.1,0.15,0.05,0.05,0.2,0.25,0.2,0.6,0.7,0.8,0.9,0.4,0.3,0.5,0.6
6123,500,0.3,0.05,0.15,0.35,0.05,0.15,0.1,0.15,0.7,0.4,0.6,0.9,0.8,0.6,0.8,0.9
6124,500,0.65,0.05,0.02,0.25,0.08,0.2,0.25,0.15,0.6,0.7,0.8,0.9,0.7,0.4,0.6,0.8
6125,500,0.2,0.05,0.1,0.2,0.05,0.15,0.15,0.3,0.6,0.4,0.3,0.8,0.4,0.8,0.6,0.5
6126,500,0.8,0.05,0.1,0.25,0.05,0.35,0.05,0.15,0.7,0.6,0.4,0.9,0.4,0.7,0.5,0.8
6127,500,0.1,0.05,0.02,0.08,0.15,0.12,0.23,0.35,0.7,0.8,0.9,1.0,0.2,0.3,0.6,0.8
6128,500,0.65,0.05,0.1,0.35,0.15,0.2,0.1,0.05,0.7,0.8,0.3,0.4,0.6,0.8,0.5,0.7
6129,500,0.75,0.05,0.08,0.25,0.12,0.28,0.07,0.15,0.8,0.7,0.6,0.9,0.3,0.7,0.6,0.8
6130,500,0.65,0.1,0.05,0.15,0.05,0.3,0.2,0.15,0.4,0.7,0.8,0.9,0.6,0.4,0.5,0.7
6131,500,0.7,0.05,0.05,0.15,0.1,0.25,0.25,0.15,0.4,0.6,0.8,0.9,0.3,0.7,0.6,0.8
6132,500,0.4,0.1,0.15,0.2,0.15,0.2,0.1,0.1,0.4,0.7,0.3,0.8,0.6,0.8,0.7,0.8
6133,500,0.4,0.1,0.05,0.15,0.2,0.1,0.1,0.3,0.7,0.3,0.8,0.6,0.4,0.5,0.3,0.2
6134,500,0.6,0.1,0.05,0.25,0.2,0.15,0.15,0.1,0.4,0.7,0.5,0.8,0.8,0.7,0.5,0.7
6135,500,0.65,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.75,0.8,0.6,0.9,0.4,0.7,0.65,0.8
6136,500,0.65,0.05,0.08,0.15,0.07,0.35,0.15,0.15,0.7,0.9,0.8,0.9,0.3,0.4,0.7,0.6
6137,500,0.45,0.1,0.15,0.05,0.05,0.35,0.2,0.1,0.4,0.8,0.6,0.7,0.3,0.7,0.5,0.8
6138,500,0.4,0.05,0.15,0.2,0.1,0.2,0.15,0.15,0.6,0.7,0.8,0.9,0.6,0.7,0.5,0.8
6139,500,0.3,0.05,0.1,0.15,0.2,0.1,0.2,0.2,0.6,0.3,0.8,0.9,0.7,0.4,0.5,0.6
6140,500,0.6,0.15,0.1,0.2,0.05,0.2,0.2,0.1,0.4,0.8,0.7,0.9,0.3,0.4,0.5,0.7
6141,500,0.2,0.05,0.1,0.25,0.15,0.2,0.15,0.1,0.6,0.7,0.8,0.9,0.4,0.7,0.6,0.7
6142,500,0.4,0.05,0.1,0.25,0.15,0.2,0.1,0.15,0.6,0.3,0.7,0.9,0.4,0.7,0.8,0.7
6143,500,0.3,0.05,0.08,0.15,0.02,0.45,0.1,0.15,0.7,0.8,0.6,0.9,0.4,0.8,0.7,0.9
6144,500,0.7,0.05,0.1,0.25,0.1,0.3,0.1,0.1,0.7,0.8,0.6,0.9,0.4,0.8,0.7,0.9
6145,500,0.3,0.05,0.1,0.2,0.15,0.2,0.15,0.15,0.6,0.7,0.4,0.9,0.7,0.8,0.6,0.8
6146,500,0.6,0.05,0.02,0.35,0.08,0.2,0.15,0.15,0.8,0.7,0.6,0.9,0.4,0.7,0.8,0.9
6147,500,0.3,0.0,0.05,0.35,0.1,0.15,0.25,0.1,0.8,0.7,0.6,0.9,0.7,0.8,0.9,0.9
6148,500,0.75,0.05,0.1,0.2,0.05,0.35,0.15,0.1,0.6,0.7,0.4,0.8,0.3,0.8,0.6,0.7
6149,366,0.3,0.05,0.15,0.1,0.05,0.4,0.15,0.1,0.4,0.5,0.7,0.9,0.6,0.4,0.3,0.7
6150,500,0.15,0.05,0.1,0.15,0.1,0.2,0.3,0.1,0.3,0.6,0.7,0.8,0.8,0.4,0.3,0.5
6151,500,0.4,0.2,0.15,0.15,0.05,0.2,0.1,0.15,0.7,0.8,0.5,0.8,0.8,0.6,0.7,0.9
6152,500,0.6,0.15,0.1,0.2,0.1,0.25,0.1,0.1,0.7,0.4,0.3,0.9,0.4,0.8,0.6,0.7
6153,119,0.2,0.15,0.05,0.1,0.1,0.05,0.3,0.25,0.3,0.2,0.7,0.9,0.8,0.3,0.4,0.3
6154,500,0.15,0.05,0.02,0.08,0.05,0.25,0.35,0.2,0.65,0.8,0.7,0.9,0.8,0.3,0.4,0.7
6155,500,0.3,0.05,0.15,0.1,0.05,0.3,0.2,0.15,0.4,0.7,0.8,0.9,0.6,0.4,0.3,0.5
6156,500,0.3,0.1,0.05,0.3,0.2,0.05,0.2,0.1,0.6,0.3,0.8,0.9,0.7,0.4,0.8,0.6
6157,500,0.3,0.05,0.1,0.15,0.2,0.1,0.2,0.2,0.6,0.4,0.7,0.9,0.7,0.5,0.6,0.4
6158,500,0.2,0.3,0.15,0.25,0.05,0.15,0.05,0.05,0.6,0.7,0.4,0.9,0.8,0.7,0.6,0.9
6159,500,0.4,0.05,0.1,0.25,0.1,0.15,0.15,0.2,0.7,0.6,0.5,0.8,0.6,0.7,0.8,0.7
6160,500,0.6,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.4,0.5,0.7,0.9,0.6,0.4,0.7,0.8
6161,357,0.2,0.05,0.1,0.15,0.05,0.35,0.15,0.15,0.6,0.8,0.7,0.9,0.4,0.6,0.5,0.7
6162,500,0.3,0.05,0.15,0.35,0.05,0.25,0.1,0.05,0.4,0.7,0.6,0.8,0.3,0.8,0.6,0.7
6163,500,0.6,0.05,0.15,0.2,0.05,0.3,0.15,0.1,0.7,0.8,0.6,0.9,0.7,0.8,0.6,0.8
6164,500,0.3,0.05,0.02,0.15,0.03,0.35,0.25,0.15,0.8,0.9,0.7,0.9,0.7,0.4,0.8,0.9
6165,500,0.6,0.05,0.15,0.2,0.05,0.35,0.1,0.1,0.7,0.8,0.5,0.9,0.6,0.7,0.6,0.8
6166,473,0.3,0.05,0.1,0.15,0.05,0.25,0.25,0.15,0.6,0.8,0.7,0.4,0.4,0.3,0.5,0.7
6167,500,0.4,0.05,0.1,0.2,0.15,0.2,0.15,0.15,0.6,0.4,0.7,0.9,0.3,0.6,0.7,0.8
6168,500,0.85,0.05,0.03,0.25,0.07,0.35,0.05,0.2,0.6,0.7,0.9,0.9,0.7,0.3,0.4,0.6
6169,351,0.4,0.1,0.05,0.15,0.2,0.15,0.2,0.15,0.3,0.4,0.8,0.9,0.6,0.3,0.4,0.5
6170,443,0.65,0.15,0.05,0.45,0.05,0.1,0.15,0.05,0.7,0.8,0.6,0.9,0.7,0.8,0.85,0.75
6171,500,0.3,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.4,0.7,0.8,0.9,0.4,0.5,0.3,0.6
6172,500,0.7,0.05,0.15,0.2,0.05,0.3,0.1,0.15,0.4,0.8,0.9,0.3,0.6,0.4,0.5,0.7
6173,500,0.3,0.1,0.05,0.2,0.25,0.15,0.15,0.1,0.4,0.6,0.5,0.8,0.6,0.7,0.4,0.5
6174,500,0.65,0.05,0.05,0.1,0.05,0.15,0.3,0.3,0.6,0.8,0.9,0.9,0.7,0.4,0.6,0.7
6175,500,0.65,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.4,0.7,0.8,0.7,0.4,0.6,0.5
6176,500,0.4,0.05,0.1,0.15,0.1,0.2,0.2,0.2,0.6,0.3,0.7,0.9,0.4,0.6,0.3,0.5
6177,500,0.2,0.05,0.1,0.3,0.15,0.1,0.15,0.15,0.6,0.3,0.4,0.9,0.4,0.7,0.6,0.7
6178,500,0.4,0.05,0.1,0.2,0.15,0.15,0.2,0.15,0.7,0.5,0.4,0.9,0.8,0.7,0.6,0.8
6179,500,0.4,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.6,0.7,0.4,0.8,0.6,0.8,0.7,0.75
6180,500,0.4,0.2,0.05,0.15,0.1,0.2,0.2,0.1,0.7,0.6,0.8,0.9,0.8,0.4,0.9,0.7
6181,500,0.1,0.15,0.05,0.2,0.1,0.2,0.2,0.1,0.4,0.7,0.8,0.9,0.3,0.4,0.5,0.3
6182,500,0.3,0.1,0.15,0.2,0.05,0.25,0.1,0.15,0.6,0.7,0.8,0.9,0.7,0.5,0.6,0.8
6183,500,0.15,0.1,0.3,0.15,0.05,0.2,0.1,0.1,0.3,0.4,0.7,0.8,0.6,0.4,0.3,0.4
6184,172,0.65,0.1,0.05,0.2,0.05,0.2,0.1,0.3,0.4,0.6,0.8,0.9,0.7,0.3,0.6,0.5
6185,500,0.7,0.2,0.15,0.15,0.05,0.25,0.1,0.1,0.8,0.6,0.4,0.7,0.3,0.8,0.6,0.7
6186,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.7,0.6,0.5,0.8,0.6,0.4,0.3,0.5
6187,500,0.4,0.05,0.1,0.15,0.05,0.3,0.2,0.15,0.6,0.7,0.5,0.8,0.6,0.7,0.6,0.7
6188,500,0.4,0.2,0.25,0.15,0.05,0.2,0.05,0.1,0.6,0.8,0.3,0.7,0.8,0.7,0.8,0.9
6189,500,0.15,0.3,0.25,0.1,0.05,0.15,0.1,0.05,0.4,0.7,0.8,0.9,0.3,0.4,0.2,0.5
6190,429,0.3,0.05,0.1,0.2,0.05,0.15,0.25,0.2,0.7,0.6,0.4,0.8,0.6,0.7,0.8,0.9
6191,500,0.15,0.05,0.08,0.15,0.07,0.25,0.22,0.18,0.65,0.85,0.75,0.8,0.7,0.35,0.45,0.65
6192,500,0.8,0.05,0.15,0.25,0.05,0.3,0.1,0.1,0.6,0.7,0.4,0.9,0.3,0.7,0.6,0.8
6193,500,0.4,0.15,0.2,0.1,0.05,0.2,0.15,0.15,0.6,0.7,0.8,0.9,0.8,0.3,0.4,0.7
6194,500,0.3,0.1,0.05,0.15,0.05,0.3,0.25,0.1,0.4,0.8,0.6,0.7,0.4,0.6,0.7,0.5
6195,500,0.2,0.1,0.05,0.15,0.05,0.25,0.25,0.15,0.4,0.7,0.8,0.9,0.7,0.4,0.5,0.6
6196,500,0.3,0.05,0.1,0.35,0.15,0.1,0.05,0.2,0.7,0.8,0.6,0.9,0.6,0.8,0.75,0.85
6197,500,0.4,0.1,0.15,0.2,0.05,0.2,0.15,0.15,0.3,0.6,0.8,0.7,0.8,0.4,0.3,0.6
6198,500,0.3,0.15,0.05,0.1,0.2,0.15,0.25,0.1,0.6,0.7,0.8,0.9,0.4,0.5,0.7,0.6
6199,500,0.2,0.0,0.0,0.3,0.1,0.2,0.3,0.1,0.8,0.7,0.9,0.9,0.3,0.4,0.7,0.8
6200,500,0.35,0.15,0.2,0.25,0.05,0.2,0.05,0.1,0.7,0.9,0.6,0.8,0.8,0.7,0.8,0.9
6201,500,0.15,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.7,0.8,0.9,0.7,0.4,0.3,0.6
6202,500,0.3,0.05,0.1,0.15,0.1,0.3,0.2,0.1,0.6,0.7,0.8,0.9,0.6,0.4,0.5,0.7
6203,500,0.4,0.05,0.1,0.25,0.15,0.2,0.1,0.15,0.6,0.7,0.3,0.8,0.3,0.8,0.7,0.5
6204,500,0.65,0.1,0.15,0.2,0.05,0.3,0.1,0.1,0.4,0.3,0.5,0.8,0.3,0.7,0.6,0.7
6205,500,0.3,0.05,0.1,0.15,0.05,0.2,0.25,0.2,0.6,0.4,0.8,0.9,0.7,0.4,0.6,0.8
6206,500,0.2,0.05,0.1,0.15,0.05,0.3,0.25,0.1,0.4,0.7,0.9,0.8,0.8,0.3,0.6,0.5
6207,500,0.4,0.1,0.2,0.1,0.0,0.3,0.2,0.1,0.5,0.8,0.7,0.9,0.6,0.4,0.3,0.5
6208,500,0.6,0.05,0.1,0.25,0.15,0.2,0.1,0.15,0.4,0.3,0.5,0.9,0.7,0.6,0.8,0.7
6209,500,0.65,0.05,0.1,0.35,0.15,0.2,0.05,0.1,0.3,0.4,0.5,0.8,0.3,0.7,0.4,0.6
6210,500,0.3,0.05,0.15,0.2,0.05,0.25,0.15,0.15,0.6,0.8,0.7,0.9,0.7,0.4,0.6,0.8
6211,500,0.4,0.05,0.1,0.15,0.0,0.3,0.2,0.2,0.3,0.8,0.6,0.2,0.2,0.7,0.3,0.4
6212,500,0.3,0.05,0.1,0.2,0.1,0.25,0.15,0.15,0.7,0.6,0.4,0.9,0.8,0.7,0.8,0.9
6213,500,0.3,0.1,0.05,0.15,0.05,0.25,0.2,0.2,0.6,0.7,0.8,0.9,0.7,0.5,0.6,0.8
6214,500,0.4,0.05,0.1,0.15,0.05,0.35,0.15,0.15,0.7,0.8,0.6,0.9,0.7,0.4,0.5,0.8
6215,500,0.65,0.05,0.08,0.22,0.05,0.25,0.15,0.2,0.75,0.85,0.9,0.95,0.4,0.65,0.85,0.8
6216,500,0.6,0.0,0.02,0.25,0.05,0.35,0.18,0.15,0.85,0.9,0.7,0.8,0.3,0.4,0.8,0.7
6217,500,0.4,0.05,0.15,0.25,0.05,0.2,0.15,0.15,0.6,0.4,0.3,0.8,0.7,0.8,0.7,0.6
6218,500,0.15,0.4,0.35,0.1,0.0,0.05,0.0,0.1,0.7,0.8,0.85,0.9,0.6,0.3,0.25,0.4
6219,500,0.3,0.1,0.15,0.25,0.05,0.2,0.15,0.1,0.4,0.7,0.6,0.8,0.4,0.7,0.6,0.5
6220,500,0.7,0.05,0.1,0.2,0.05,0.15,0.25,0.2,0.6,0.8,0.7,0.9,0.8,0.6,0.7,0.8
6221,500,0.45,0.15,0.1,0.12,0.05,0.35,0.08,0.15,0.65,0.8,0.7,0.6,0.6,0.4,0.7,0.8
6222,500,0.65,0.15,0.2,0.1,0.05,0.3,0.1,0.1,0.4,0.3,0.7,0.8,0.6,0.4,0.3,0.5
